cost_function,value,name,level
all_time_peak_average,1.0012165233673163,District,district
annual_normalized_unserved_energy_total,0.0,District,district
carbon_emissions_total,0.9911044997627331,District,district
cost_total,0.9506602786722063,District,district
daily_one_minus_load_factor_average,0.9617946863272987,District,district
daily_peak_average,0.9818883031884168,District,district
discomfort_cold_delta_average,0.0,District,district
discomfort_cold_delta_maximum,0.0,District,district
discomfort_cold_delta_minimum,0.0,District,district
discomfort_cold_proportion,,District,district
discomfort_hot_delta_average,0.0,District,district
discomfort_hot_delta_maximum,0.0,District,district
discomfort_hot_delta_minimum,0.0,District,district
discomfort_hot_proportion,,District,district
discomfort_proportion,,District,district
electricity_consumption_total,0.9954310901341301,District,district
monthly_one_minus_load_factor_average,0.9727704110733388,District,district
one_minus_thermal_resilience_proportion,,District,district
power_outage_normalized_unserved_energy_total,0.0,District,district
ramping_average,0.9545838622783501,District,district
zero_net_energy,1.1223567421012086,District,district
electricity_consumption_total,0.9425112706042459,Building_1,building
zero_net_energy,1.093395227915834,Building_1,building
carbon_emissions_total,0.9330607427027507,Building_1,building
cost_total,0.8813341841927959,Building_1,building
discomfort_proportion,,Building_1,building
discomfort_cold_proportion,,Building_1,building
discomfort_hot_proportion,,Building_1,building
discomfort_cold_delta_minimum,0.0,Building_1,building
discomfort_cold_delta_maximum,0.0,Building_1,building
discomfort_cold_delta_average,0.0,Building_1,building
discomfort_hot_delta_minimum,0.0,Building_1,building
discomfort_hot_delta_maximum,0.0,Building_1,building
discomfort_hot_delta_average,0.0,Building_1,building
one_minus_thermal_resilience_proportion,,Building_1,building
power_outage_normalized_unserved_energy_total,0.0,Building_1,building
annual_normalized_unserved_energy_total,0.0,Building_1,building
electricity_consumption_total,1.0289511564797642,Building_2,building
zero_net_energy,1.1043298266314188,Building_2,building
carbon_emissions_total,1.0168396631003631,Building_2,building
cost_total,0.9732881388830713,Building_2,building
discomfort_proportion,,Building_2,building
discomfort_cold_proportion,,Building_2,building
discomfort_hot_proportion,,Building_2,building
discomfort_cold_delta_minimum,0.0,Building_2,building
discomfort_cold_delta_maximum,0.0,Building_2,building
discomfort_cold_delta_average,0.0,Building_2,building
discomfort_hot_delta_minimum,0.0,Building_2,building
discomfort_hot_delta_maximum,0.0,Building_2,building
discomfort_hot_delta_average,0.0,Building_2,building
one_minus_thermal_resilience_proportion,,Building_2,building
power_outage_normalized_unserved_energy_total,0.0,Building_2,building
annual_normalized_unserved_energy_total,0.0,Building_2,building
electricity_consumption_total,1.0020510175876975,Building_3,building
zero_net_energy,1.1763785947438052,Building_3,building
carbon_emissions_total,1.0076050162611543,Building_3,building
cost_total,0.9774732261406421,Building_3,building
discomfort_proportion,,Building_3,building
discomfort_cold_proportion,,Building_3,building
discomfort_hot_proportion,,Building_3,building
discomfort_cold_delta_minimum,0.0,Building_3,building
discomfort_cold_delta_maximum,0.0,Building_3,building
discomfort_cold_delta_average,0.0,Building_3,building
discomfort_hot_delta_minimum,0.0,Building_3,building
discomfort_hot_delta_maximum,0.0,Building_3,building
discomfort_hot_delta_average,0.0,Building_3,building
one_minus_thermal_resilience_proportion,,Building_3,building
power_outage_normalized_unserved_energy_total,0.0,Building_3,building
annual_normalized_unserved_energy_total,0.0,Building_3,building
electricity_consumption_total,1.0396152176969038,Building_4,building
zero_net_energy,1.1269411031978782,Building_4,building
carbon_emissions_total,1.0428391348930255,Building_4,building
cost_total,1.023704702724138,Building_4,building
discomfort_proportion,,Building_4,building
discomfort_cold_proportion,,Building_4,building
discomfort_hot_proportion,,Building_4,building
discomfort_cold_delta_minimum,0.0,Building_4,building
discomfort_cold_delta_maximum,0.0,Building_4,building
discomfort_cold_delta_average,0.0,Building_4,building
discomfort_hot_delta_minimum,0.0,Building_4,building
discomfort_hot_delta_maximum,0.0,Building_4,building
discomfort_hot_delta_average,0.0,Building_4,building
one_minus_thermal_resilience_proportion,,Building_4,building
power_outage_normalized_unserved_energy_total,0.0,Building_4,building
annual_normalized_unserved_energy_total,0.0,Building_4,building
electricity_consumption_total,0.9640267883020395,Building_5,building
zero_net_energy,1.1107389580171072,Building_5,building
carbon_emissions_total,0.9551779418563716,Building_5,building
cost_total,0.8975011414203835,Building_5,building
discomfort_proportion,,Building_5,building
discomfort_cold_proportion,,Building_5,building
discomfort_hot_proportion,,Building_5,building
discomfort_cold_delta_minimum,0.0,Building_5,building
discomfort_cold_delta_maximum,0.0,Building_5,building
discomfort_cold_delta_average,0.0,Building_5,building
discomfort_hot_delta_minimum,0.0,Building_5,building
discomfort_hot_delta_maximum,0.0,Building_5,building
discomfort_hot_delta_average,0.0,Building_5,building
one_minus_thermal_resilience_proportion,,Building_5,building
power_outage_normalized_unserved_energy_total,0.0,Building_5,building
annual_normalized_unserved_energy_total,0.0,Building_5,building
